id,can_smiles,ac
1,O=Nc1ccc2OC(=O)C=Cc2c1,0
2,CCN1C(=O)Nc2cc(Cl)c(Cl)cc12,0
3,CCCN1CCC[C@@H](C1)c2cccc(O)c2,0
4,CC(C)C(=O)c1c(nn2ccccc12)C(C)C,0
5,CCOC(=O)C12CC1\C(=N\O)\c3ccccc3O2,0
6,OC1C(CC(=O)[O-])CCCc2ccccc12,0
7,NCC(O)c1cc(O)c(O)cc1F,0
8,CNCCc1ccc(O)c(O)c1,0
9,NC(=O)COc1c(F)cc(SCCNS(=O)(=O)c2ccccc2)cc1F,0
10,NC1(CCc2cc(ccc12)C(=O)O)C(=O)O,0
11,CCN1C(=O)C=CC1=O,0
12,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2CCCCCC2,0
13,COC(=O)[C@@H](N)Cc1ccc(O)c(O)c1,0
14,C[NH2+]CCCCC[NH2+]CCC1CC2CCCC(C1)C2,0
15,Oc1ccc(\C=C(/C#N)\C(=O)NCCCNC(=O)\C(=C\c2ccc(O)c(O)c2)\C#N)cc1O,0
16,CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@H]1O)n2cnc3c(N)ncnc23,0
17,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,0
18,CC(N)Cc1c[nH]c2ccc(O)cc12,0
19,COc1cc2nc(nc(N)c2cc1OC)N3CCN(C(C3)C(=O)NC(C)(C)C)C(=O)OCc4ccccc4,0
20,CCCCS(=N)(=O)CC[C@H](N)C(=O)O,0
21,C(C1=NCCN1)c2ccc3ccccc3c2,0
22,NNC(=O)N,0
23,CCC1(C(=O)NCNC1=O)c2ccccc2,0
24,OC(=O)Cc1c[nH]cn1,0
25,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7[nH]c8[C@@H]9Oc%10c(O)ccc%11C[C@H]%12N(CC%13CC%13)CC[C@@]9(c%10%11)[C@@]%12(O)Cc8c7C[C@@]36O,0
26,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=C(F)C(=O)NC2=O,0
27,CN(C)c1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,0
28,N\C(=C(/C#N)\C(=C(\N)/Sc1ccccc1N)\C#N)\Sc2ccccc2N,0
29,NC(=O)c1cnccn1,0
30,CCC(=O)N1CCN(CC1)C(=O)c2ccccc2,0
31,CN1C(=O)N(CC#C)C(=O)c2c1ncn2C,0
32,Nc1ccc(cc1)c2ccc3ccccc3n2,0
33,CCSC(=N)N,0
34,CC(=O)NCCc1c[nH]c2ccc(O)cc12,0
35,CN1CCN(CC1)C2=Nc3cccnc3Nc4ccc(C)cc24,0
36,CCSC(=N)Nc1ccc(cc1)C(F)(F)F,0
37,CN1C(=O)N(C)c2nc([nH]c2C1=O)c3ccccc3,0
38,CC1=C(C=C(C#N)C(=O)N1)c2ccncc2,0
39,Brc1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1,0
40,CC(C)(C)c1onc(OCP(=O)(O)O)c1CC(N)C(=O)O,0
41,C[N+](C)(C)CC#CCN1CCCC1=O,0
42,CC(C)(C(=O)O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,0
43,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CC[C@]4(O)C(=O)CO,0
44,NCCSC(=N)N,0
45,NNC(=O)c1ccc(O)cc1,0
46,CCCN1C(=O)N(CCC)c2[nH]c(nc2C1=O)c3ccc(OCC(=O)Nc4ccc(cc4)C#N)cc3,0
47,CN1CCC2(CCN3CCc4c(oc5ccccc45)C3C2)N(C)C1=O,0
48,NC\C=C\C(=O)O,0
49,CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5ccccc5nc34)C2=O,0
50,C[C@H](Cc1ccc2OC(Oc2c1)(C(=O)[O-])C(=O)[O-])NC[C@H](O)c3cccc(Cl)c3,0
51,N[C@@H](CCONC(=N)N)C(=O)O,0
52,NC(=N)NC(=N)Nc1ccccc1,0
53,N[C@@H](CCCNC(=N)N)C(=O)O,0
54,COc1ccc(cc1)c2cc[c+](N)n(CCCC(=O)O)n2,0
55,CCCc1c(O)c(ccc1OCCCOc2ccc(OCC(=O)O)cc2)C(=O)C,0
56,OCc1oc(cc1)c2nn(Cc3ccccc3)c4ccccc24,0
57,CCc1c(ncc2[nH]c3cc(OC)c(OC)cc3c12)C(=O)OC,0
58,C[N+](C)(CCCCCC[N+](C)(C)CCCN1C(=O)c2cccc3cccc(C1=O)c23)CCCN4C(=O)c5cccc6cccc(C4=O)c56,0
59,CCCN1C(=O)N(CCC)c2[nH]c(nc2C1=O)C3CCCC3,0
60,CCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC)C,0
61,CC(=O)N,0
62,ClCCN1CCC(CC1)OC(=O)C(c2ccccc2)c3ccccc3,0
63,CO[C@H]1CC=C2CCN3CCC4=C(CC(=O)OC4)[C@]23C1,0
64,CCCN1CCC[C@H](C1)c2cccc(c2)C#N,0
65,NCc1onc(O)c1,0
66,OC(=O)Cc1c[nH]c2ccc(O)cc12,0
67,CCCCCC[C@@H]([C@@H](C)O)n1cnc2c(N)ncnc12,0
68,C[C@H]1C2Cc3ccc(O)cc3[C@]1(C)CCN2CC4CC4,0
69,OC[C@H]1O[C@H]([C@H](O)[C@H]1O)n2cnc3c(NCCc4ccccc4)ncnc23,0
70,COC(=O)c1cc2c(cn1)[nH]c3ccccc23,0
71,Nc1nc2ccc(Cl)cc2c3nc(nn13)c4occc4,0
72,NCCS,0
73,Nc1ncnc2c1ncn2[C@@H]3O[C@@H]4COP(=O)(O)O[C@H]4[C@H]3O,0
74,C[N+](C)(CCC(=O)CC[N+](C)(C)c1ccc(CC=C)cc1)c2ccc(CC=C)cc2,0
75,O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4,0
76,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,0
77,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3cc(O)c(O)c(O)c3,0
78,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,0
79,CC(C)NCC(O)COc1cccc2[nH]ccc12,0
